636644150765548610	20	0	2108
636644150766307943	20	2	2194
636644150766307943	20	7	2205
636644150767647169	20	11	2217
636644150767647169	20	20	2240
636644150767647169	20	29	2252
636644150767647169	20	44	2258
636644150767647169	20	57	2275
636644150767657171	20	69	2286
636644150767657171	20	77	2291
636644150768326790	20	80	2409
636644150768326790	20	84	2409
636644150768897287	20	79	2464
636644150769086912	20	72	2475
636644150769306784	20	58	2498
636644150769306784	20	36	2504
636644150769306784	20	9	2509
636644150769537615	20	0	2526
636644150771088526	20	2	2689
636644150771309321	20	19	2701
636644150771539197	20	41	2712
636644150771539197	20	59	2718
636644150771759721	20	69	2735
636644150771759721	20	75	2747
636644150771880463	20	76	2758
636644150772090142	20	77	2769
636644150774091607	20	74	2983
636644150774311145	20	67	2998
636644150774311145	20	58	3004
636644150774531182	20	51	3015
636644150774762241	20	44	3043
636644150774892927	20	40	3060
636644150774892927	20	36	3065
636644150775092579	20	35	3071
636644150776092558	20	38	3172
636644150776092558	20	47	3184
636644150776312567	20	60	3208
636644150776312567	20	75	3208
636644150776532439	20	85	3220
636644150776802277	20	97	3238
636644150776802277	20	105	3244
636644150776802277	20	109	3250
636644150776872276	20	110	3257
636644150777531862	20	108	3330
636644150777751743	20	102	3341
636644150777751743	20	97	3353
636644150777891657	20	91	3359
636644150778091554	20	84	3376
636644150778091554	20	79	3382
636644150778321416	20	77	3398
636644150778761918	20	76	3443
636644150798537122	20	76	5423
636644150799086816	20	75	5479
636644150799316683	20	72	5497
636644150799316683	20	65	5508
636644150799536560	20	62	5524
636644150799766847	20	39	5541
636644150799766847	20	12	5552
636644150799868178	20	0	5558
636644150801528386	20	1	5727
636644150801758746	20	53	5744
636644150801758746	20	102	5749
636644150801868696	20	127	5766
636644150803870580	20	96	5957
636644150803870580	20	48	5962
636644150804091544	20	0	5974
636644150806313399	20	48	6210
636644150806543272	20	111	6222
636644150806543272	20	127	6228
636644150808757347	20	60	6436
636644150808757347	20	10	6447
636644150808927266	20	0	6466
636644150810527745	20	6	6632
636644150810757766	20	16	6644
636644150810757766	20	22	6650
636644150811758262	20	23	6750
636644150811888183	20	25	6762
636644150812098062	20	31	6768
636644150812098062	20	38	6786
636644150812337928	20	45	6806
636644150812537817	20	54	6819
636644150812537817	20	64	6825
636644150812777683	20	82	6840
636644150813088035	20	78	6874
636644150813307918	20	74	6890
636644150813307918	20	62	6907
636644150813528231	20	42	6919
636644150813528231	20	30	6930
636644150813758093	20	23	6942
636644150814308151	20	25	6999
636644150814308151	20	31	7009
636644150814568562	20	38	7020
636644150814568562	20	39	7031
636644150814757639	20	43	7054
636644150815527832	20	40	7128
636644150815527832	20	39	7128
636644150815756057	20	38	7144
636644150816536005	20	39	7223
636644150816756458	20	41	7234
636644150816756458	20	44	7250
636644150817307044	20	43	7301
636644150817536912	20	41	7312
636644150817656840	20	35	7341
636644150817866993	20	31	7347
636644150817866993	20	27	7364
636644150818758340	20	30	7441
636644150818758340	20	32	7447
636644150819527902	20	34	7527
636644150819758850	20	35	7545
636644150819868560	20	41	7560
636644150820088435	20	51	7572
636644150820318299	20	52	7594
636644150820318299	20	59	7605
636644150820758054	20	60	7639
636644150820758054	20	62	7650
636644150820867984	20	40	7661
636644150821128118	20	9	7668
636644150821128118	20	0	7684
636644150821868856	20	6	7758
636644150822089295	20	13	7774
636644150822089295	20	22	7785
636644150822319185	20	31	7797
636644150822319185	20	33	7808
636644150822760186	20	32	7852
636644150823091906	20	25	7870
636644150823091906	20	21	7875
636644150823091906	20	19	7886
636644150823541654	20	22	7920
636644150823541654	20	34	7931
