636637236545364585	20	0	10589
636637236546355275	20	1	10694
636637236546355275	20	4	10699
636637236546605676	20	10	10711
636637236546605676	20	18	10722
636637236546800601	20	25	10734
636637236547040774	20	33	10745
636637236547040774	20	39	10756
636637236547145846	20	52	10767
636637236547145846	20	59	10778
636637236547355995	20	63	10790
636637236547581144	20	68	10801
636637236547581144	20	70	10812
636637236547806327	20	73	10824
636637236547806327	20	75	10835
636637236548026481	20	76	10846
636637236548131690	20	78	10869
636637236548361722	20	79	10880
636637236548361722	20	80	10891
636637236548581859	20	81	10902
636637236548581859	20	82	10914
636637236548807030	20	85	10925
636637236548807030	20	87	10936
636637236549022189	20	90	10947
636637236549022189	20	93	10959
636637236549137259	20	96	10975
636637236549382656	20	99	10985
636637236549382656	20	101	10996
636637236549582833	20	104	11006
636637236549582833	20	106	11017
636637236549817968	20	107	11038
636637236551128673	20	106	11172
636637236551358833	20	105	11184
636637236551358833	20	102	11195
636637236551573992	20	96	11206
636637236551809975	20	89	11223
636637236551809975	20	84	11229
636637236551809975	20	77	11240
636637236552019896	20	66	11256
636637236552019896	20	58	11263
636637236552355249	20	55	11278
636637236552355249	20	52	11288
636637236552355249	20	49	11296
636637236552575402	20	48	11313
636637236552825825	20	47	11323
636637236552825825	20	46	11344
636637236553135798	20	45	11377
636637236553351179	20	43	11387
636637236554351691	20	45	11488
636637236554572056	20	51	11504
636637236554796993	20	70	11526
636637236554796993	20	97	11531
636637236555027151	20	119	11547
636637236555027151	20	127	11557
636637236556573259	20	93	11716
636637236556798668	20	60	11726
636637236556798668	20	33	11740
636637236557033826	20	19	11747
636637236557033826	20	12	11762
636637236557163939	20	11	11774
636637236557584574	20	12	11813
636637236557814726	20	18	11825
636637236557924582	20	19	11847
636637236558139738	20	41	11862
636637236558139738	20	76	11875
636637236558364892	20	104	11881
636637236558364892	20	121	11893
636637236558580082	20	127	11909
636637236559125430	20	117	11964
636637236559125430	20	106	11974
636637236559360871	20	84	11985
636637236559360871	20	63	11994
636637236559575759	20	39	12005
636637236559575759	20	26	12020
636637236559806151	20	21	12033
636637236560131163	20	24	12072
636637236560351530	20	28	12088
636637236560571467	20	36	12106
636637236560571467	20	65	12118
636637236560826672	20	86	12128
636637236560826672	20	97	12140
636637236561021793	20	99	12151
636637236561357020	20	96	12184
636637236561572213	20	91	12201
636637236561572213	20	79	12211
636637236561797353	20	66	12222
636637236561797353	20	65	12242
636637236562022496	20	57	12252
636637236562022496	20	54	12264
636637236562793195	20	57	12330
636637236563018355	20	60	12345
636637236563018355	20	61	12355
636637236563018355	20	62	12365
636637236574353436	2	0	13481
636637236575136831	2	2	13568
636637236575356987	2	6	13585
636637236575356987	2	7	13591
636637236575577149	2	8	13602
636637236575577149	2	22	13614
636637236575797309	2	44	13630
636637236575802312	2	74	13640
636637236576017676	2	95	13650
636637236576017676	2	110	13661
636637236576132533	2	119	13671
636637236576357699	2	124	13681
636637236576357699	2	125	13692
636637236577353680	2	119	13783
636637236577353680	2	114	13794
636637236577578564	2	108	13810
636637236577578564	2	100	13817
636637236577803727	2	89	13828
636637236577803727	2	78	13839
636637236578028887	2	65	13850
636637236578028887	2	51	13866
636637236578173999	2	38	13876
636637236578354116	2	30	13886
636637236578354116	2	25	13896
636637236578574540	2	22	13912
636637236578574540	2	20	13922
636637236579569986	2	23	14018
636637236579800221	2	30	14030
636637236579800221	2	37	14041
636637236580035551	2	44	14056
636637236580135399	2	45	14077
636637236580355562	2	54	14087
636637236580355562	2	61	14097
636637236580580699	2	64	14112
636637236580815875	2	67	14122
636637236581591418	2	65	14209
636637236581591418	2	60	14222
636637236581836589	2	56	14232
636637236581916652	2	46	14247
636637236582172147	2	33	14257
636637236980131049	20	62	2742
636637236980461147	20	60	2793
636637236980676302	20	57	2804
636637236980676302	20	53	2816
636637236980931484	20	44	2838
636637236981126614	20	26	2854
636637236981126614	20	17	2864
636637236981381804	20	3	2873
636637236981381804	20	0	2884
636637236982687972	20	40	2999
636637236982687972	20	89	3007
636637236982687972	20	127	3018
636637236983897830	20	96	3142
636637236984117530	20	36	3154
636637236984117530	20	0	3164
636637236985680739	20	16	3305
636637236985680739	20	43	3311
636637236985920892	20	51	3323
636637236986131059	20	47	3366
636637236986471287	20	45	3379
636637236986471287	20	42	3395
636637236986691437	20	9	3407
636637236986691437	20	0	3413
636637236987682638	20	10	3503
636637236987682638	20	73	3513
636637236987907792	20	112	3525
636637236987907792	20	124	3536
636637236988132955	20	125	3548
636637236988458204	20	121	3581
636637236988678340	20	117	3603
636637236988678340	20	85	3620
636637236988908510	20	44	3627
636637236988908510	20	20	3638
636637236989123908	20	12	3649
636637236989123908	20	11	3661
636637236989368834	20	6	3683
636637236989453892	20	0	3694
636637236989679306	20	11	3717
636637236989899465	20	22	3728
636637236989899465	20	40	3740
636637236999341424	2	33	4666
636637236999341424	2	37	4682
636637236999459477	2	42	4694
636637236999679619	2	47	4709
636637236999679619	2	57	4719
636637236999921464	2	69	4728
636637236999921464	2	80	4739
636637237000121595	2	87	4755
636637237000676291	2	83	4805
636637237000676291	2	63	4818
636637237000900148	2	49	4829
636637237001121154	2	13	4851
636637237001121154	2	0	4863
636637237002343397	2	19	4974
636637237002457700	2	97	4990
636637237002457700	2	127	4998
636637237003909647	2	117	5122
636637237003909647	2	85	5133
636637237004124815	2	62	5155
636637237004124815	2	56	5155
636637237004124815	2	55	5165
636637237004680212	2	59	5200
636637237004680212	2	61	5211
636637237004900355	2	86	5234
636637237005125509	2	124	5245
636637237005125509	2	127	5257
636637237005899390	2	106	5328
636637237005899390	2	58	5335
636637237006138306	2	6	5347
636637237006138306	2	0	5357
636637237006895081	2	17	5440
636637237007120215	2	40	5450
636637237007120215	2	105	5460
636637237007345167	2	127	5470
636637237008118233	2	94	5560
636637237008260280	2	0	5576
636637237009342556	2	4	5673
636637237009488164	2	101	5688
636637237009488164	2	127	5695
636637237010684351	2	109	5808
636637237010684351	2	103	5819
636637237010903641	2	100	5841
636637237011126871	2	89	5858
636637237011131666	2	103	5863
636637237011345676	2	127	5875
636637237014703742	2	109	6206
636637237014703742	2	106	6216
636637237015129184	2	107	6257
636637237015249269	2	109	6269
636637237015909865	2	107	6337
636637237016125023	2	64	6362
636637237016325160	2	4	6370
636637237016515295	2	0	6380
636637237017455964	2	30	6486
636637237017455964	2	125	6494
636637237017676129	2	127	6505
636637237021456131	20	40	6891
636637237021456131	20	43	6896
636637237021901453	20	44	6943
636637237022687023	20	43	7010
636637237022902156	20	40	7022
636637237022902156	20	39	7037
636637237023137329	20	11	7045
636637237023137329	20	0	7056
636637237024121479	20	25	7161
636637237024344595	20	106	7169
636637237024344595	20	127	7180
636637237025454541	20	116	7293
636637237025679752	20	75	7309
636637237025679752	20	46	7316
636637237025933936	20	36	7326
636637237025933936	20	33	7343
636637237026339107	20	34	7371
636637237026339107	20	44	7386
636637237026454468	20	58	7397
636637237026705023	20	65	7402
636637237026705023	20	89	7417
636637237026900418	20	100	7427
636637237026900418	20	103	7439
636637237027454199	20	97	7483
636637237027454199	20	77	7494
636637237027684349	20	60	7507
636637237027684349	20	48	7517
636637237027904505	20	23	7529
636637237027909520	20	12	7540
636637237028129668	20	0	7552
636637237028464921	20	6	7584
636637237028464921	20	14	7600
636637237028700082	20	30	7605
636637237028700082	20	68	7620
636637237028900230	20	82	7630
636637237029165410	20	96	7646
636637237590563764	20	96	6114
636637237591334300	20	97	6195
636637237593581767	20	96	6411
636637237593581767	20	95	6417
636637237593811931	20	93	6433
636637237593811931	20	92	6440
636637237593922012	20	89	6451
636637237594132159	20	87	6461
636637237594132159	20	84	6476
636637237594392347	20	81	6495
636637237594392347	20	80	6498
636637237594557476	20	78	6511
636637237594792634	20	77	6522
636637237594792634	20	76	6530
636637237595117857	20	75	6572
636637237595558170	20	74	6608
636637237595558170	20	73	6619
636637237595798344	20	72	6635
636637237596003515	20	71	6656
636637237596333739	20	70	6686
636637237596573912	20	69	6704
636637237596784053	20	68	6741
636637237597114279	20	67	6766
636637237597777318	20	66	6833
636637237597999142	20	65	6849
636637237597999142	20	64	6860
636637237598335404	20	63	6880
636637237598556222	20	62	6900
636637237598556222	20	61	6916
636637237600106450	20	60	7062
